Naam,ID,Website,Ultimate klant,Asana_ID,Duits SEO,Wie,Land,Provincie,Toeristische Regio,latitude,longitude,Plaats,Primaire doelgroep,Omgeving,Aantal sterren,Kampeerplekken,Camperplaats,Vakantiehuizen,Chalets/stacaravans,Groepsacco's,Bijzondere acco's,Glamping,Appartementen,Events (als overnachtingslocatie),Faciliteiten,Zwemmogelijkheden,Binnenzwembad,Buitenzwembad,Zwemvijver/-meer,Buitenspeeltuin,Indoorspeeltuin,Restaurant,Bar,Supermarkt,Snackbar,Bowling,Fietsverhuur,Wellness op het park,Wellness bij accommodatie,Laadpaal,Mindervalide woningen,Kampeerplek met privé sanitair,Vismogelijkheden,Watersport,Padel,Tennis,Multicourt,Voetbalveld,Minigolf,Golf,Bootverhuur,Jachthaven,Duurzaamheid,Christelijk,Vuurwerkvrij,Animatie,Huisdier toegestaan,Kindvriendelijk,In / bij het bos,Aan zee,Aan het water (excl zee),BBQ op het park/bij woning,Accommodatie Types,pets_allowed_at_accommodation,bbq_at_accommodation,sauna_at_accommodation,jacuzzi_at_accommodation
ArdenParks Signy l'Abbaye,2288,https://www.signy-labbaye.com/,x,1206701847131772,,,Frankrijk ,,,"49,7037849","4,4035539",,,"Mountainbiken, Kanoen, Boogschieten, Vrijetijdscentrum Etang de la Motte, Woinic: grootse wilde zwijn kunstwerk ter wereld",,Nee,,Ja,,,,Ja,,,"Zwembad, Bar en Snack, Campingwinkel, Sanitair, Wi-Fi, Steenworp van bossen met mountainbike-fitness-parcours en natuurpad",Ja,Ja,Ja,,,,Ja,Ja,,,,,,,Nee,,,,,,,,,,,,,,,,"Ja, onbekend programma",Ja,Ja,,,,Nee,"41.7% Glamping (5), 33.3% Chalets & Gites (4), 25% Terrains de camping (3)","91.7% all (11), 8.3% none (1)",0% (0),0% (0),0% (0)
ArdenParks Tulderheyde,3174,https://www.tulderheyde.be/,x,1211290738094074,,,Belgie,Vlaanderen,Antwerpen,,,,,"Efteling, Beekse Bergen, Pakawi Park, Bobbejaanland, Rocks 'n Rivers, Thermen Goirle",,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Nee,,"Minigolf, zwemvijver met zandstrand, speeltuin, visvijver, jeu de boules baan, voetbalveld, tennisveld, beach bar, bakkerij & koffiehuis, snackbar, animatie, fietsverhuur",Ja,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja in vakantieperiodes,Ja,Ja,Ja,Nee,Ja,,,,,,
Baalse Hei,516,https://www.ardenparks.be/baalse-hei,x,578965946315146,,Caner,België,Antwerpen,Kempen,"51,3564176","4,9637651",,,"Graspop, Dominator Festival, Antilliaanse Feesten, Reggae Geel Festival",,Ja,Ja,Ja,,,,Ja,,,"Zwemvijver met ligstrand, Horeca/Taverne, Speeltuin, Sport en spel, Visvijver, Roeivijver, Fietsverhuur, Animatie",Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, in schoolvakanties",Ja,Ja,Ja,Nee,Ja,,"53.8% Lodge (7), 23.1% Glamping (3), 15.4% Terrains de camping (2), 7.7% Chalets & Gites (1)",100% all (13),0% (0),0% (0),0% (0)
Bahia Apartments & Diving,200,https://www.bahia-apartments.nl/,x,1161165433404151,,,Curaçao ,,,"12,3186136","-69,1507617",,,"Boot trips, Jeep and Beach Adventure, Shete Boka Nationaal Park, Christoffel National Park,",,Nee,,Nee,,,,Nee,Ja,,"Snorkelen en Duiken, Bahia Restaurant, Autoverhuur, Receptie, Transfer, Boodschappenpakket",Nee,,,,,,Ja,,,,,,,,,,,,,,,,,,,,,,,,,Nee,Ja,,,,,100% Vakantiehuizen (10),100% none (10),0% (0),0% (0),10% (1)
Beerze Bulten,1534,https://www.beerzebulten.nl/,x,1197234823754972,,Caner,Nederland,Overijssel,Vechtdal,"52,5118188","6,5461196",,,"Vecht float, Natuurmuseum Holterberg, Beerze Bulten fiets- en wandelkaart, Rivier de Vecht, Zandverstuiving de Sahara in Ommen, Besthemerberg, Kasteel Eerde, Archemer- en Lemelerberg, Rondvaartboot De Napoleon, Natuurcentrum de Koppel, Dalfsen, E-Yellow, Cripple Creek Huskies, Outdoor Ommen, Racesquare Zwolle, Pitch & Putt Lemele, Vechtdal Express, Hiawatha Actief Dalfsen/Zwolle, Rederij Peters, Klimbos AvaTarZ, Avonturenpark Hellendoorn, Kinderboerderij Dedemsvaart, Aspergeboerderij Het Nijenhuis & Boerderijwinkel, Sallands Maïsdoolhof en Boer'n Xpeditie, Koe Safari, Attactiepark Slagharen, Plopsa Indoor Coevorden, WILDLANDS Adventure Zoo Emmen, De Bessentuin, De Oldemeijer, Vechtdal Hooglanders streekwinkel, Dinoland Zwolle, De Flierefluiter, Landgoed Kaamps, Drouwenerzand & de Waarbeek, Dierentuin Nordhorn, ZooBizar, Verkeers- & Attractiepark Duinen Zathe, Rijksmuseum Twenthe, De Museumfabriek, Tijd Reis Hardenberg, Museum 'T Stadhuus, Natuurmuseum Holterberg, Theater de Voorveghter, Museum de Fundatie, Historisch Museum Ommen, Museum Buurtspoorwegen, Rijssens Leemspoor, Beeldenthuin Mariënheem",5 sterren,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,"Giga Konijnenhol, Zwemparadijs, Animatie & Theater, Brasserie de Hagehorst, Beerze Bowling, Beautysalon, Wellness, Giga Spetterpark, Giga Konijnenveld, Bultje's Eetkamer, Fitness en groepslessen, Kanoverhuur, Fietsverhuur, Privé cabines, Bultje's Tuin, Speeltuinen, Supermarkt, Luxe sanitair, Mindervalide faciliteiten, Laadpalen, Minigolf",Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,"Ja, sauna's en een zoutgrot op het vakantiepark",,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Ja,"Ja, in schoolvakanties",Ja,Ja,Ja,Nee,Ja,Barbecue bij de woning,"71.4% Andere accommodaties (20), 21.4% Kampeerplaatsen (6), 7.1% Privé cabines (2)","53.6% none (15), 42.9% all (12), 3.6% some (1)",10.7% (3),0% (0),0% (0)
Belnem House Bonaire,2092,https://www.belnemhousebonaire.com/,x,1204537143347041,,,Bonaire,,,"12,12695524","-68,28597817",,,"Pekelmeer, Gotomeer, Washinton Slagbaai, Bonaire National Marine Park, Ocean Oasis, Hangout Beachbar, Sebastians Beach, Klein Bonaire, Duiken, Surfen, Snorkelen",,Nee,,Nee,,,,Nee,Ja,,"Diving Center, Car Rental, Swimming Pool, Sink for dive & Snorkel gear, Washing machine & tumble dryer available, 100 meters from the beach, Several restaurants nearby",Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nee,Ja,,,,,"25% Penthouse (1), 25% Poolside Appartement (1), 25% Belnem Appartement (1), 25% Suites (1)",100% none (4),0% (0),0% (0),0% (0)
Camping 't Geuldal,1844,https://www.camping-geuldal.nl/,x,1202017397152927,,,Nederland,Limburg,Zuid-Limburg,"50,8734521","5,7713725",,,"GaiaZoo, Valkenburg aan de Geul, Zwembad Meerssen, Bonnefantenmuseum, Fietsen & wandelen, Meerssen",,Ja,,Ja,,,,Ja,,,"Binnenspeeltuin: Bie de speelgroeve, Onze Waterspeeltuin, Brasserie, Midgetgolf, Animatie, Buitenspeeltuin, Food afhaalservice, Easy Be afwasservice, Kinderboerderij, Sporten voor volwassenen, IJssalon, Laadpalen elektrische auto's, Sanitair en wasserette, Wifi",Nee,,,,,,,Ja,,Ja,Ja,,,,,,,,,,,,,,,,,,,,"Ja, in schoolvakanties",Ja,Ja,,,,,"50% Kampeerplaatsen (9), 27.8% Accommodaties (5), 16.7% Camperplaatsen (3), 5.6% Jaarplaatsen (1)","83.3% all (15), 16.7% none (3)",0% (0),0% (0),0% (0)
Camping 't Veld,1349,https://www.campingtveld.nl/,x,1197234823754974,,Caner,Nederland,Overijssel,Vechtdal,"52,5469351","6,5721379",,,"Attractiepark Slagharen, Wildlands Emmen, Avonturenpark Hellendoorn, Plopsa Indoor Coevorden, De Koppel natuuractiviteitencentrum, Stad Hardenberg, Dierenpark Nordhorn, Oldemeijer",5 sterren,Ja,,Ja,,,,Ja,,,"Overdekt zwembad, Animatie, Binnenspeeltuin, Campingwinkel, Brasserie, Strandmeer, Vakantie app, Overige voorzieningen",Ja,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,"Ja, accommodaties met hottub ",Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, in schoolvakanties",Ja,Ja,Ja,Nee,Ja,,"61.5% Andere accommodaties (16), 30.8% Kampeerplaatsen (8), 7.7% Jaarplaatsen (2)","50% all (13), 50% none (13)",0% (0),0% (0),3.8% (1)
Camping de Holterberg,2657,https://www.campingdeholterberg.nl/,x,1208610790593151,,,Nederland,Overijssel,Sallandse Heuvelrug,"52,2918433","6,4345957",,,"Sallandse Heuvelrug: Wandel- en fietsparadijs, Mountainbike route, Nationaal Park De Sallandse Heuvelrug, De Holterberg: de kroon van de Sallandse Heuvelrug, Verken de diverse landschappen,",,Ja,,Ja,,,,Ja,,,"Zwembad, Speeltuinen, Receptie, Restaurant De Harbarg, Fietsverhuur, Overdekte speeltuin, Jeugdhonk de Kakelhof, Recreatieruimte, Dierenparkje, Beachpannaveld, Tafeltennis, Broodjesservice, Sanitair, Wasserette, Milieustrat, Camper service station, Wifi, Laadpaal",Ja,,,,,,Ja,,,,,,,,Nee,,Ja,,,,,,,,,,,,,,"Ja, in het hoogseizoen",Ja,Ja,,,,Nee,"66.7% Kampeerplaatsen (8), 33.3% Vakantiehuizen (4)","83.3% all (10), 16.7% none (2)",0% (0),0% (0),0% (0)
Camping de Paal,1765,https://www.depaal.nl/,x,1201493063781882,,,Nederland,Noord-Brabant,,"51,3363889","5,3558333",,,"Rofra Kanoverhuur, Outdoor Park Reusel, You Jump Eersel, De Ontdekfabriek Eindhoven, Bakkerijmuseum Luyksgestel, Philips museum, Glowgolf Eindhoven, Dippie Doe, Gamestate Eindhoven, Bergeijk, Eindhoven, Valkenswaard",5 sterren,Ja,,Ja,,,,Ja,,,"Buitenzwembad, Overdekt zwembad, Waterspeeltuin, Fietscrossbanen, Arie Safari Speelbos, Spetterplein, Grote Speeltuin, Biebelebontse Paalbergen, Binnenspeeltuin, Animatieteam, Theater, Sporten, Snackbar, Restaurant, Supermarkt",Ja,Ja,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,,"Ja, in schoolvakanties",Ja,Ja,,,,,"50% Vakantiehuizen (7), 50% Kampeerplaatsen (7)","50% none (7), 35.7% all (5), 14.3% some (2)",0% (0),0% (0),0% (0)
Camping Ginsterveld,2257,https://www.ginsterveld.nl/,x,"1,20914E+15",,,Nederland,Zeeland,,"51,7160449","3,7289539",,,"Beachclub Perry's, Lunchroom La Baguette, Pannenkoekenmolen de Graanhalm, Familie rondvaart De onrust, Rondvaart middelburg, Terra Maris, De oesterij, KANOA outdoor & events, klimbos westerschouwen, deltapark neeltje Jans, Mini Mundi, Stranden, Boswachterij Westerschouwen, Grevelingenmeer, Bunkers, Nationaal park Oosterschelde, Beware Beach, Zeil- en surfcentrum Brouwersdam",,Ja,,Ja,,,,Ja,,,"Zwemmen, Animatie, Receptie, Horeca, Speelkooi, Speelschip, Grote speeltuin, Binnenspeeltuin, Airtrampoline",Ja,Ja,Ja,,Ja,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,,"Ja, in de schoolvakanties",Nee,Ja,,,,Nee,"55.6% Vakantiehuizen (5), 44.4% Kampeerplaatsen (4)",100% none (9),0% (0),0% (0),0% (0)
Camping Petite Suisse,976,https://www.petitesuisse.be/,x,976168170870650,,Caner,België,Manhay ,Ardennen,"50,23117626","5,63164364",,,"Musea en Attracties, Wandelen en Fietsen, Markten en Brocantes, Natuur, Evenementenagenda, Dochamps, Buitensport, Formule 1 Cicrcuit Spa Francorchamps, Bekijk de activiteiten in de omgeving",4 sterren,Ja,,Ja,,,,Ja,,,"Bar-Cafetaria, Campingwinkel, Zwembad, Speeltuin, Tennisbaan, WiFi, Wasserette, Cashless camping",Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, in schoolvakanties",Ja,Ja,Ja,Nee,Nee,,"37.1% Chalets & Gites (13), 25.7% Lodge (9), 22.9% Glamping (8), 14.3% Terrains de camping (5)","68.6% all (24), 28.6% some (10), 2.9% none (1)",0% (0),2.9% (1),0% (0)
Camping Sevink Molen,2063,https://www.hilgerszand.nl/,x,1208348612583963,,,Nederland,Gelderland,Achterhoek,"51,9981847","6,7196405",,,"Strandpaviljoen 't Hilgelo, Beachclub MEER, Pannekoekenhuis Sevink Molen, Nationaal landschap winterswijk, wandelroutes met thema, E-chopper, Sevink avonturenpark,",,Ja,,Ja,,,,Ja,,,"Campingwinkel, Animatie, Strandpaviljoen ’t Hilgelo, Fietsverhuur, Download onze app",Ja,,,Ja,,,,,,,,Ja,,"Ja, accommodaties met hottub of sauna",Nee,,Ja,,,,,,,,,,,,,,"Ja, in de schoolvakanties",Ja,Ja,,,,"Ja, barbecue bij de woning","40% Kampeerplaatsen (6), 33.3% Glamping (5), 20% Accommodaties (3), 6.7% Jaarplaatsen (1)","93.3% all (14), 6.7% some (1)",0% (0),33.3% (5),13.3% (2)
Camping Si-Es-An,1357,https://www.si-es-an.nl/,x,1205779469461242,,,Nederland,Overijssel,Vechtdal,"52,610723","6,3715936",,,"Heuveltjesbosbad, Speelboederij drentse koe, E-chooper, Koe safari, Speelboederij flierefluiter, Attractiepark Slagharen, WILDLANDS adventure zoo, avonturenpark Hellendoorn, Giethoorn",,Ja,,Ja,,,,Ja,,,"Animatieprogramma, Brasserie de Boerderij, Reestdal outdoor, Streekwinkeltje, Broodjesservice, De Hooischuur, Snackcorner, Sportveld, Sanitairgebouw De Reiger en De Ooievaar, Receptie, Pannakooi, Speeltuin, Airtrampoline, Skelters, Wifi op de camping",Nee,,,,,,,,,,,,,"Ja, accommodaties met een sauna of hottub",Ja,,Ja,,,,,,,,,,,,,,"Ja, in schoolvakanties",Ja,Ja,,,,Nee,"59.3% Andere accommodaties (16), 37% Kampeerplaatsen (10), 3.7% Jaarplaatsen (1)","63% all (17), 29.6% none (8), 7.4% some (2)",0% (0),3.7% (1),0% (0)
Camping Sint Maartens Zee,1991,https://www.campingsintmaartenszee.nl/,x,1203314509985569,,,Nederland,Noord-Holland,,"52,7944234","4,6895883",,,"Wandelen&fietsen, Zuiderzeemuseum, Landgoed hoenderdaell, Land van fluwel, Vlindderado, Attractiepark de goudvis, Bloeiend zijpe",,Ja,,Ja,,,,Ja,,,"Fietsverhuur, Bolderkar verhuur, Honden, Supermarkt, Eten op en rond de camping, Oplaadplaats elektrische auto, Receptie, Wasserette, Sanitairgebouwen, Speeltuinen, Duingolf, Omgeving",Nee,,,,,,Ja,,Ja,,,Ja,,,Ja,,Ja,,,,,,,,,,,,,,,Ja,Ja,,,,,"63.2% Kampeerplaatsen (12), 36.8% Accommodaties (7)","94.7% all (18), 5.3% none (1)",0% (0),0% (0),0% (0)
Camping Vreehorst,1713,https://www.vreehorst.nl/,x,1200496788636631,,Caner,Nederland,Gelderland,Achterhoek,"51,9490533","6,6912203",,,"Bekendelle, Nationaal Landschap, Het vragender veen, De steengroeve, Natuurpark de leemputten, Strandbad winterswijk, klimbos ruurlo, sevink avonturenpark, moviepark germany, fiets & wandel routes, Museum more, Wijngaard hesselink, Transit oost, Rosenhaege living gardens, Erve kots, Villa mondriaan","4,5 sterren",Ja,,Ja,,,,Ja,,,"Binnen- en buitenzwembad, Eten en Drinken, Fietsverhuur, Recreatieteam, Vijver, Sauna ‍, Inspiratiepunt ️, Mini-Shop, Sport en spel ️, Pumptrack, Sanitairgebouwen, Wasserette, Mountainbiken ‍️, Oplaadpunt elektrische auto's, Gratis wifi",Ja,Ja,Ja,,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,"Ja, een sauna op het vakantiepark",,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, in het hoogseizoen",Ja,Ja,Ja,Nee,Nee,,"61.9% Vakantiehuizen (13), 33.3% Kampeerplaatsen (7), 4.8% Jaarplaatsen (1)","76.2% all (16), 19% none (4), 4.8% some (1)",0% (0),0% (0),0% (0)
Camping Zonneweelde,1787,https://www.campingzonneweelde.nl/,x,1201526433813625,,Caner,Nederland,Zeeland,,"51,3819735","3,4574076",,,"Strandpaviljoens, Valkeniershof, Portaal van Vlaanderen, Visserijmuseum breskens, Vuurtoen breskens, Struisvogelboederij, Museum het belfort, Groede podium, De heerenhoeve, Speelboederij pierewiet, De festijn, Zwim natuurpark, Platenbar, Filmhuis, For freefom museum, Museum het bolwerk, Cultuurforim aardenburg, Museumhuis1912, Pluktuin aardenburg, Spa & welness, Wildpluktuin kulderzipke, Toversluis, Plopsaland, Sailing, Moio beach, Golf, De eenhoorn, Het zoete peerd, Strand yoga, Surfers paradise, Snowworld, Raften en suppen, Aqua zwembad sportoase",5 sterren,Ja,,Ja,,,,Ja,,,"Binnenspeeltuin, Sport en spel, Restaurant, Fietsverhuur, Terras, Supermarkt, Waterfun, Piazza take away, Animatie",Ja,Nee,Ja,Nee,,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Nee,,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, in het hoogseizoen",Ja,Ja,Nee,Ja,Ja,,"65.4% Vakantiehuizen (17), 34.6% Kampeerplaatsen (9)","57.7% all (15), 23.1% none (6), 19.2% some (5)",0% (0),3.8% (1),0% (0)
De Bosgraaf,2339,https://www.bosgraaf.nl/,x,1207508629134564,,,Nederland,Gelderland,Veluwe,"52,1442014","6,0359509",,,"CODA Museum, Nationaal park veluwezoom, nationaal park de hoge veluwe, loenermark, golf op de scherpenbergh, fietstochten in de omgeving, wandelroutes, klimbos veluwe, kabouterbos in klarenbeek, kinderparadijs malkenschoten, apenheul, kinderpretpark julianatoren, burgers zoo,",,Ja,,Ja,,,,Ja,,,"Animatie, Zwembad, Speeltuin en sporten, Eetcafé De Bosgraaf, Receptie, 't Winkeltje & Snackcorner, Fiets- en E-Chopperverhuur, Milieustraat, Oplaadpunt auto en fiets, Wasserette, Wifi en digitale tv, Huisdieren, Airtrampoline",Ja,,,,,,,,,,,Ja,,"Ja, accommodaties met hottub",Ja,,Ja,,,,,,,,,,,,,,"Ja, in schoolvakanties",Ja,Ja,,,,Nee,"91.2% Accommodaties (62), 8.8% Kampeerplaatsen (6)","39.7% all (27), 36.8% none (25), 23.5% some (16)",0% (0),7.4% (5),38.2% (26)
De Boshoek,452,https://www.deboshoek.nl/,x,890744186654424,,Caner,Nederland,Gelderland,Veluwe,"52,1827299","5,6325119",,,"Monkey Town in Voorthuizen, Apenheul, Julianatoren, Maïsdoolhof Voorthuizen, Dierenpark Amersfoort, Buggyrijden, Wandelroutes, Fietsroutes, Waterski / Wakeboard Zeumeren, Oude Ambachten Museum, Nederlands Openlucht Museum, Paleis Het Loo, Wandelroutes, Fietsroutes, Nationaal Park De Hoge Veluwe, Radio Kootwijk, Sauna, Veluwse Bron Sauna & Wellness Resort, Sauna Drôme Putten",5 sterren,Ja,,Ja,,,,Ja,,,"X-Cube Escape Room, Zwembad, Bowlen, Racelounge, Jeu de Boules, Voetbiljart, Minigolf, Sportschool Go! Health Clubs, Schaatsbaan, Animatieteam, Speeltuinen, Speelplein, Restaurant, Ontbijtbuffet, Brunchbuffet, Snackbar, De Markt, Haar- en nagelstudio, Fietsverhuur, Onze tips in de omgeving, Wandel- en fietsroutes",Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Nee,"Ja, accommodaties met sauna en jacuzzi",Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,"Ja, programma onbekend",Ja,Ja,Nee,Nee,Nee,Barbecue bij de woning,"86.1% Vakantiehuizen (68), 10.1% Kamers (8), 3.8% Kampeerplaatsen (3)","54.4% all (43), 31.6% none (25), 13.9% some (11)",6.3% (5),12.7% (10),8.9% (7)
De IJsvogel,421,https://www.deijsvogel.nl/,x,578974221896441,,Caner ,Nederland,Gelderland,Veluwe,"52,1923013","5,6621506",,,"Uitstapjes, Lokale tips, Restaurants, Klimbos Garderen, Subtropisch Bosbad Putten, Kickbike Fatbikes van Green Valley, Zandsculpturen in Garderen, Maïsdoolhof Voorthuizen, Fietsroutes op de Veluwe, Superfun in Amersfoort, Kinderparadijs Malkenschoten, Monkey Town, Beleef de smaak van de Veluwe bij 'Wildpraat', Dolfinarium Harderwijk, Ultiem Veluwegevoel ervaar je 'Van het Pad', De Apenheul, Burgers' Zoo, Dierenpark Amersfoort, Ouwehands Dierenpark, Recreatiegebied Zeumeren, Nationaal Park De Hoge Veluwe, De Winterheul, Julianatoren, Paleis Het Loo, Oude Ambachten & Speelgoed Museum, Wijngaard Telgt, BBQ door Mauk, Bierbrouwerij de Vlijt, Stadsbrouwerij Staverden, De Groote Stroe, Biologische Pluimveehouderij 'De Lankerenhof', Forellenkwekerij 't Smallert, Bakker Piet, IJs van Co, Imkerij 't Haagje, Slagerij ter Weele, Veluwse Vachten, Boerderij de Kolke, IJstijd Voorthuizen, Dries van den Berg & Zn., Beeldentuin Garderen, Brasserie Staverden, Planken Wambuis, Eethuisje De Heuveltjes, Landgoed Staverden, Restaurant De Bonte Koe, SchatEiland Zeumeren, Grandcafé Wijntje, Gigi’s Oriental Wine & Dine, Restaurant het Aardhuis, Restaurant Bistro NoVice, De Nunspeetse Golfbaan, Restaurant Klavertje Vier, Restaurant 't Herdertje, Bakkerijmuseum Hattem, Schaapskooi Ermelo, Biologische Tuinderij de Elzenkamp, Bronstijd op de Veluwe, Klimbos Garderen, Subtropisch Bosbad Putten, Kickbike Fatbikes van Green Valley, Zandsculpturen in Garderen, Maïsdoolhof Voorthuizen, Fietsroutes op de Veluwe, Superfun in Amersfoort, Kinderparadijs Malkenschoten, Monkey Town, Dolfinarium Harderwijk, Beleef de smaak van de Veluwe bij 'Wildpraat', Ultiem Veluwegevoel ervaar je 'Van het Pad', De Apenheul, Burgers' Zoo, Dierenpark Amersfoort, Ouwehands Dierenpark, Recreatiegebied Zeumeren, Nationaal Park De Hoge Veluwe, De Winterheul, Julianatoren, Paleis Het Loo, Oude Ambachten & Speelgoed Museum, Beeldentuin Garderen, Landgoed Staverden, SchatEiland Zeumeren, De Nunspeetse Golfbaan, Bakkerijmuseum Hattem, Schaapskooi Ermelo, Bronstijd op de Veluwe, Wijngaard Telgt, BBQ door Mauk, Bierbrouwerij de Vlijt, Stadsbrouwerij Staverden, Veluwe Kaas door Annemarieke, De Groote Stroe, Biologische Pluimveehouderij 'De Lankerenhof', Forellenkwekerij 't Smallert, Bakker Piet, IJs van Co, Imkerij 't Haagje, Slagerij ter Weele, Veluwse Vachten, Boerderij de Kolke, IJstijd Voorthuizen, Dries van den Berg & Zn., Biologische Tuinderij de Elzenkamp, Brasserie Staverden, Planken Wambuis, Eethuisje De Heuveltjes, Restaurant De Bonte Koe, Grandcafé Wijntje, Gigi’s Oriental Wine & Dine, Restaurant het Aardhuis, Restaurant Bistro NoVice, Restaurant Klavertje Vier, Restaurant 't Herdertje",,Nee,,Ja,,,,Ja,,,"Verse Broodjesservice door Bakker Piet, Adventure Minigolf, Tennis & Padelbanen | De Harremaat, Japanese Head Spa, Massage & Wellness by LOOM, De Huiskamer & Mini Shop, De Buiten Bende | Ons animatieteam, Zwembaden | Binnen- én buitenzwembaden, Bowlingbaan, Spraypark | Waterpret voor jong&oud, Voetbalkooi, Speeltuinen, Horeca | Restaurant de Gasterij, Binnenspeeltuin, Visvijver, Escape Kist | Escaperoom ervaring in uw vakantiehuis!, Spel, Bootcamp & Sportlessen met Tino, Feesten en partijen, Snackbar, Draadloos internet, Elektrische auto opladen, Fietsverhuur | E-bikes, stadsfietsen & mountainbikes, Ons fietshotel | Beveiligd en verwarmd, Services | Luxe genieten op de Veluwe, Wasserette",Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Ja,"Ja, wellness studio op het vakantiepark",,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,,Ja,Ja,Ja,Nee,Nee,,100% Verhurende eigenaren (41),"51.2% all (21), 41.5% some (17), 7.3% none (3)",2.4% (1),14.6% (6),17.1% (7)
De Leughte,2699,https://www.deleughte.nl/,x,1209626156553444,,,Nederland,Utrecht,,"52,1031726","5,5398809",,,"Utrechtse Heuvelrug, De Hoge Veluwe, De Grebbelinie, Henschotermeer, Amerongse Bos, Ginkelse Heide, Kasteel Amerongen, Pyramide van Austerlitz, Ouwehands Dierenpark, Kasteel Renswoude, Musical 40-45",,Ja,,Ja,,,,Nee,,,"Restaurant de Leughte, Café De Ossestal, Snackbar de Leckers, Parkshop, Binnen- en buitenzwembad, Binnenkort: Speelwoude De Leughte, Educatief speelbos, Visvijver, Speeltoestellen, Schaatsen in de winter, Feest- en muziekavonden, Animatieteam, Fiets-, skelter- en chopperverhuur",Ja,Ja,Ja,,,,Ja,,,,,,,"Ja, accommodaties met sauna",Nee,Ja,,,,,,,,,,,,,,,"Ja, in de weekenden en hoogseizoen",Ja,Ja,,,,Nee,"60% Vakantiehuizen (6), 40% Kampeerplaatsen (4)","40% some (4), 40% none (4), 20% all (2)",0% (0),10% (1),20% (2)
De Rimboe & De Woeste Hoogte,2243,https://www.derimboe.nl/,x,1206374420643709,,,Nederland,Gelderland,Veluwe,"52,1232822","5,9261984",,,"Veluwe, Apeldoorn, Arnhem, Ede, Nationaal Park De Hoge Veluwe, Het Kröller-Müller Museum, Apenheul, Kinderpretpark Julianatoren, Jachthuis Sint Hubertus, Paleis het Loo, Klimbos, Nederlands Openluchtmuseum, Burgers' Zoo, Wandel- en fietsroutes, Mountainbike routes",,Nee,,Ja,,,,Nee,,,"Overdekt buitenzwembad, Zwembad voor kids, Privé wellness, Receptie, Wasserette, Internet en televisie, Diervriendelijk, Routeshop, Brasserie de Kleine Trek, De Smaak van Hoenderloo, Cafetaria, Speeltoestellen, Animatie, Bosvrienden, Fietsverhuur, BBQ service, Broodjesservice",Ja,,,,,,,,,,,Ja,wellness gebouw in ontwikkeling,"Ja, accommodaties met sauna of hottub",Ja,Ja,,,,,,,,,,,,,,,"Ja, in schoolvakanties",Ja,Ja,,,,Barbecue service op het park,100% Vakantiehuizen (21),"38.1% some (8), 38.1% all (8), 23.8% none (5)",0% (0),9.5% (2),14.3% (3)
